album_id,album_name,release_date,tracks_count,uri,album_type,artists
0RdSengz6ayOfcVwH3HBry,QUEMA,2023-07-13,1,spotify:album:0RdSengz6ayOfcVwH3HBry,single,"['7j6DKwmjbxvpQO8h914uEz', '12GqGscKJx3aE4t07u7eVZ', '18dspUI6gqabm5XCC2RcUD']"
5i9lMMUZ1QZNsLEE3j50kT,El Comienzo,2023-08-25,12,spotify:album:5i9lMMUZ1QZNsLEE3j50kT,album,"['6XkjpgcEsYab502Vr1bBeW', '1dKdetem2xEmjgvyymzytS']"
34Kj1LPZ7xhlskIb9qD6D6,ESQUINAS,2023-09-28,13,spotify:album:34Kj1LPZ7xhlskIb9qD6D6,album,"['4obzFoKoKRHIphyHzJ35G3', '3abT87tqQ4Q5PA5nw6CYyH', '1QgrwYywvDuC43MDtR8cqq']"
6obRcLVFuI4x6jan7GNkYJ,BIPOLAR,2023-09-07,1,spotify:album:6obRcLVFuI4x6jan7GNkYJ,single,"['12GqGscKJx3aE4t07u7eVZ', '0T8Ix53aIN4F7aEKj4EnKy', '7Gi6gjaWy3DxyilpF1a8Is']"
6UJ9acnNOzxZCq9lv8Mo8D,ANDO,2023-09-27,1,spotify:album:6UJ9acnNOzxZCq9lv8Mo8D,single,"['35oGZihZclGoTVuICPXRP9', '4rRwh9ghjocFABAwIwnunp']"
1mM3IeOAt840NlJXVNWUWH,El Correcto,2023-10-20,1,spotify:album:1mM3IeOAt840NlJXVNWUWH,single,"['0vR2qb8m9WHeZ5ByCbimq2', '66ihevNkSYNzRAl44dx6jJ']"
6PbnGueEO6LGodPfvNldYf,Zach Bryan,2023-08-25,16,spotify:album:6PbnGueEO6LGodPfvNldYf,album,"['40ZNYROS4zLfyyBSs2PGe2', '70kkdajctXSbqSMJbQO424']"
2WSeZEFsZKPJQ09abZCIaz,NATE SMITH (DELUXE),2023-04-28,26,spotify:album:2WSeZEFsZKPJQ09abZCIaz,album,['4NYMUsIcUUsBHbV9DICa5x']
6izHNYgyKzGdRpYwtYFaaG,Bluebird Days,2023-02-17,17,spotify:album:6izHNYgyKzGdRpYwtYFaaG,album,['77kULmXAQ6vWer7IIHdGzI']
6M7Cnkdd1zqazDkHJxHxPJ,Country Boy's Dream Girl,2022-10-28,1,spotify:album:6M7Cnkdd1zqazDkHJxHxPJ,single,['6BRxQ8cD3eqnrVj6WKDok8']
5yeOXz3vHyMv8ySLEcCya7,White Horse,2023-07-21,1,spotify:album:5yeOXz3vHyMv8ySLEcCya7,single,['4YLtscXsxbVgi031ovDDdh']
5Uly85dJHHDfHQCsyUQ8gw,Gettin' Old,2023-03-24,18,spotify:album:5Uly85dJHHDfHQCsyUQ8gw,album,['718COspgdWOnwOFpJHRZHS']
1ST1AL02131q4x1nzMO8It,Something's Gonna Kill Me,2023-04-14,1,spotify:album:1ST1AL02131q4x1nzMO8It,single,['3sUpZrkehiGBaMzs2h9Mmc']
2mb9T1V9feTNeGUNvXycfJ,shot in the dark,2023-07-21,24,spotify:album:2mb9T1V9feTNeGUNvXycfJ,album,['2qwXeRk8VBAegbUnf3xdyi']
1QVjRGmRPZIbdlL22aUmol,This Town's Been Too Good To Us,2023-06-02,6,spotify:album:1QVjRGmRPZIbdlL22aUmol,single,['78YqeIji3mgAS2K1Maca6x']
47YHgGmxtAPS3fDmPPX1GG,TWENTY SOMETHING,2023-08-18,18,spotify:album:47YHgGmxtAPS3fDmPPX1GG,album,"['4TPT9nwjRvEV49q7f8p4fy', '1p6CdzJRoicjRcSdWoB9Qc']"
19DGbjQW4oJmS1TLmr7OH3,Religiously. The Album.,2023-05-12,16,spotify:album:19DGbjQW4oJmS1TLmr7OH3,album,['3win9vGIxFfBRag9S63wwf']
6Oynwy3OABCiAqN9w9UqBN,the mockingbird & THE CROW,2023-01-20,17,spotify:album:6Oynwy3OABCiAqN9w9UqBN,album,['5QNm7E7RU2m64l6Gliu8Oy']
023kFfJCSir9ZO6PjS13UB,Ain't Missin' You,2022-09-16,1,spotify:album:023kFfJCSir9ZO6PjS13UB,single,['5lRB3MAJfKzlt7dgYMHWgY']
7nglF1PaMAFKEzUq3reXiJ,Out Of That Truck,2023-03-10,1,spotify:album:7nglF1PaMAFKEzUq3reXiJ,single,['4xFUf1FHVy696Q1JQZMTRj']
6i7mF7whyRJuLJ4ogbH2wh,One Thing At A Time,2023-03-03,36,spotify:album:6i7mF7whyRJuLJ4ogbH2wh,album,"['4oUHIQIBe0LHzYfvXNW4QM', '2IvkS5MXK0vPGnwyJsrEyV']"
0zjGKouRkAN6Z9Y9CwuSqi,I Can Feel It,2023-09-21,1,spotify:album:0zjGKouRkAN6Z9Y9CwuSqi,single,['3oSJ7TBVCWMDMiYjXNiCKE']
5yLgEnZGrpgxjmARNWP56g,Wild Ones (feat. Jelly Roll),2023-10-06,1,spotify:album:5yLgEnZGrpgxjmARNWP56g,single,"['2yLzlEFtIS0Q9UkyBZdQA7', '19k8AgwwTSxeaxkOuCQEJs']"
2uVwuhiaZ87g3vubWsYODw,Bigger Mistakes,2023-07-28,1,spotify:album:2uVwuhiaZ87g3vubWsYODw,single,['1p6CdzJRoicjRcSdWoB9Qc']
45vV4tTizW88VginnGXeJ9,If You Were A Song,2023-04-14,1,spotify:album:45vV4tTizW88VginnGXeJ9,single,['1N53jg6KZxBoFI9oWNchct']
3BaNqBIic3TSZtXrnooYES,Last Rodeo,2023-06-09,1,spotify:album:3BaNqBIic3TSZtXrnooYES,single,['5XLWHp9tjK7PWm7SMcvo2q']
19EncKM5x6aE207IFFUT2M,Pretty Little Poison,2023-03-17,1,spotify:album:19EncKM5x6aE207IFFUT2M,single,['7kplJl06UmldxLKseURAYi']
5HiDygOM1Jx8Crkko9AV1y,See You Next Summer,2023-05-26,1,spotify:album:5HiDygOM1Jx8Crkko9AV1y,single,['46c50yWMo9wiTgVe1VxBbQ']
5DFed53ADZwnPOYuqoZJHK,Lucky,2023-05-05,13,spotify:album:5DFed53ADZwnPOYuqoZJHK,album,['5Ppie0uPnbnvGBYRwYmlt0']
52lLryGmbfkDOayypXEhhR,Think I’m In Love With You,2023-09-08,1,spotify:album:52lLryGmbfkDOayypXEhhR,single,['4YLtscXsxbVgi031ovDDdh']
4K2htiCgz7DrhLOWepp3ru,Please Don't Go,2022-07-15,1,spotify:album:4K2htiCgz7DrhLOWepp3ru,single,['46lEQmDJLJeyltECJYJv1Y']
1FkgWqBfOH8VaaiG8PRGxX,Different 'Round Here,2023-05-11,1,spotify:album:1FkgWqBfOH8VaaiG8PRGxX,single,"['2QMsj4XJ7ne2hojxt6v5eb', '718COspgdWOnwOFpJHRZHS']"
2qc0wysNJNJtKEqCKjJmxU,Old Dirt Roads,2023-08-10,2,spotify:album:2qc0wysNJNJtKEqCKjJmxU,single,['0FDlMMfT3tLEKM0QdEIHYu']
0UEl0ztfoALMXiCqjl8tvN,Heart They Didn't Break,2023-06-30,1,spotify:album:0UEl0ztfoALMXiCqjl8tvN,single,['34bhyY8jfKez7uKakMfy4y']
113muW4YS82jqoS39y5Jgl,Burn It Down (Radio Edit),2023-08-11,2,spotify:album:113muW4YS82jqoS39y5Jgl,single,['0Z8XVUAOBPM4x12wKnFHEQ']
5c5a2dLd2qLVN5zlaOcKJQ,Coal,2023-07-27,1,spotify:album:5c5a2dLd2qLVN5zlaOcKJQ,single,['4H4M0Y4cN39zIVDHvdW53x']
19X9Ts9AYIRrqthSTf3qss,Poets & Old Souls,2023-03-31,9,spotify:album:19X9Ts9AYIRrqthSTf3qss,album,['0ChjBYedhZTQnWZWQYg15U']
1goHGZOsPNmzsJTxOIa62m,We Don't Fight Anymore,2023-06-16,1,spotify:album:1goHGZOsPNmzsJTxOIa62m,single,"['4sIl4BTo9l9KqEi0Y3RE72', '4YLtscXsxbVgi031ovDDdh']"
33U85sBjvKsbCsYo5DeEUa,Mamaw's House,2023-09-28,1,spotify:album:33U85sBjvKsbCsYo5DeEUa,single,"['6x2LnllRG5uGarZMsD4iO8', '4oUHIQIBe0LHzYfvXNW4QM']"
3IQfOGGUJfBkWIgXzLaub9,Back Then Right Now,2023-09-08,1,spotify:album:3IQfOGGUJfBkWIgXzLaub9,single,['3BEV5FcxOtkQJ7lLRKMh3V']
4mwTxDYJxiUMRdGhpiBbx8,Can't Break Up Now,2023-08-18,1,spotify:album:4mwTxDYJxiUMRdGhpiBbx8,single,"['6y8XlgIV8BLlIg1tT1R10i', '5Ppie0uPnbnvGBYRwYmlt0']"
2t0vbfmG9x5kKI8MqaxQKA,Porch Light,2022-11-18,1,spotify:album:2t0vbfmG9x5kKI8MqaxQKA,single,['3EVsC9ZK7QMDuK4FPcZaEq']
0k3Twwed7AzLrgaKywvQWF,"Save Me The Trouble, Heartbreak On The Map, Bigger Houses",2023-07-14,3,spotify:album:0k3Twwed7AzLrgaKywvQWF,single,['7z5WFjZAIYejWy0NI5lv4T']
0aRxuDLQsKlZMgz61rb3t8,Glory Days,2023-06-09,1,spotify:album:0aRxuDLQsKlZMgz61rb3t8,single,['6Iz3eq2aQGFf7TbGT2iahL']
79S52DbQr4rfVJ3LUkC2P7,Boys Back Home,2023-10-27,1,spotify:album:79S52DbQr4rfVJ3LUkC2P7,single,"['0ZZLr8EH3aNFzYpXtaTIax', '78YqeIji3mgAS2K1Maca6x']"
5KxDhlSxJGEOcaTnqKwdYu,The Painter,2023-08-11,1,spotify:album:5KxDhlSxJGEOcaTnqKwdYu,single,['6zLBxLdl60ekBLpawtT63I']
3s7URrr4aax9L0kgMyyE00,Hold On,2023-04-21,1,spotify:album:3s7URrr4aax9L0kgMyyE00,single,['7Cezk2wEDBPfYCwEuKum1Y']
4yec2VewOzxBHjBgQ0yauV,Wildflowers and Wild Horses,2023-11-08,1,spotify:album:4yec2VewOzxBHjBgQ0yauV,single,['6tPHARSq45lQ8BSALCfkFC']
182iKgpkS0r9XZDsjojCTP,Earned It,2023-09-01,21,spotify:album:182iKgpkS0r9XZDsjojCTP,album,['6MWr1SmTaCU5BJzOZxwJEw']
38SBM2jhA27kEq2SrgfS89,Straight and Narrow,2023-04-12,1,spotify:album:38SBM2jhA27kEq2SrgfS89,single,['08GfvCW09pv2QP4y9sle2a']
2SCppOPkT7XTKBJV2XIQUw,Highway Desperado,2023-11-03,14,spotify:album:2SCppOPkT7XTKBJV2XIQUw,album,['3FfvYsEGaIb52QPXhg4DcH']
3lZesmHhJf50RFYGvocRsM,I'm In Love,2023-07-28,6,spotify:album:3lZesmHhJf50RFYGvocRsM,single,['4e9TBaTlI3LVQz3tkTYC0I']
0QikezpLsccyG7W7oNwQ8D,How I Learned To Pray (feat. Luke Combs),2023-08-18,1,spotify:album:0QikezpLsccyG7W7oNwQ8D,single,"['1nYvElumwIjMkOczb985bq', '718COspgdWOnwOFpJHRZHS']"
7d2E2k2Sr1Lcw86XdIHNRd,BREAK IT IN A BAR,2022-12-09,1,spotify:album:7d2E2k2Sr1Lcw86XdIHNRd,single,['3WHWgx8Dh0IqQT1BMDTeE3']
2v1Lb9hidHkvvlIXYzSmeZ,Whitsitt Chapel,2023-06-02,13,spotify:album:2v1Lb9hidHkvvlIXYzSmeZ,album,['19k8AgwwTSxeaxkOuCQEJs']
2LmPlAxpD5cS5ne6dQvxbc,In Your Love,2023-07-27,1,spotify:album:2LmPlAxpD5cS5ne6dQvxbc,single,['13ZEDW6vyBF12HYcZRr4EV']
5q3jthpn2h59P7pe2gmAl7,You're Losing Me (From The Vault),2023-11-29,1,spotify:album:5q3jthpn2h59P7pe2gmAl7,single,['06HL4z0CvFAxyc27GXpf02']
1H1ivGeE2LjPjE71OITTZs,MY HOUSE,2023-12-01,1,spotify:album:1H1ivGeE2LjPjE71OITTZs,single,['6vWDO969PvNqNYHIOW5v0m']
16OJXa3NYyAebywfOjoPbc,Birthday,2023-12-01,1,spotify:album:16OJXa3NYyAebywfOjoPbc,single,['2kUBwtoPkA9ZoJxcQUtL2P']
6cWVXZCgpDJhvFOqB6o0DP,TYLA,2023-12-01,5,spotify:album:6cWVXZCgpDJhvFOqB6o0DP,single,['3SozjO3Lat463tQICI9LcE']
5AVKyiM9W1Ryir0X1IkpXu,life with u - acoustic,2023-12-01,1,spotify:album:5AVKyiM9W1Ryir0X1IkpXu,single,"['7zrkFhYAp6dBxsydmJkouN', '11k3Y6uyixbyGfgPl8qZTZ']"
1omCdeVzKlTxQuxLCsNhxo,Anak Helang,2023-12-01,1,spotify:album:1omCdeVzKlTxQuxLCsNhxo,single,"['39J6LLJULSR5b2dJbg6TRH', '1gV4xyIbGBTuARpaQoFzJQ']"
5qDjtBY8cC4bO6wytuGOuT,"Take Me Home, Country Roads",2023-12-01,1,spotify:album:5qDjtBY8cC4bO6wytuGOuT,single,['00FQb4jTyendYWaN8pK0wa']
1qNZJhr764qUgH3S665Z6R,Hanya Kamu,2023-11-26,1,spotify:album:1qNZJhr764qUgH3S665Z6R,single,['2yWleHZF4HaaNjmiU8snKO']
2QmP1Re18kxf8OUbRKw4GN,GLOOMY BOOGIE Vol. 2,2023-12-01,4,spotify:album:2QmP1Re18kxf8OUbRKw4GN,single,"['53GouHDfCfsBJIn1OjYmPO', '330A2O2MYF4bWFjwM5PJ4z']"
4qeHkpAdvYR2FLykm2OOcL,Superstar,2023-02-24,1,spotify:album:4qeHkpAdvYR2FLykm2OOcL,single,['1nxfzZDDm0a0msuLz0W4lx']
2pocOhTGmn654Tq5d2CJMk,MOROS,2023-12-01,2,spotify:album:2pocOhTGmn654Tq5d2CJMk,single,['09O5HSw8RO3aAnWNCADaKS']
0VciVDVU6NoqtQ0WAIlTmD,To. X - The 5th Mini Album,2023-11-27,6,spotify:album:0VciVDVU6NoqtQ0WAIlTmD,single,['3qNVuliS40BLgXGxhdBdqu']
1r0F1EzzNOaJyB7U0Jp5RH,THE WORLD EP.FIN : WILL,2023-12-01,12,spotify:album:1r0F1EzzNOaJyB7U0Jp5RH,album,['68KmkJeZGfwe1OUaivBa2L']
3D7f39m0ONz8okCm5o9Bxg,Wait,2023-11-27,1,spotify:album:3D7f39m0ONz8okCm5o9Bxg,single,['5YaeXxzvqGNBCguELlKo6G']
4kC5hseZbGaAjiJvr9Hk55,Alchemical: Volume 1,2023-12-01,8,spotify:album:4kC5hseZbGaAjiJvr9Hk55,album,['2W8yFh0Ga6Yf3jiayVxwkE']
1CS8eBSCVXMwYJytG5aYfX,Lover/Friend,2023-11-30,4,spotify:album:1CS8eBSCVXMwYJytG5aYfX,album,"['6qgnBH6iDM91ipVXv28OMu', '3MM3uKNdJbvefUael12dl3']"
0kOisOp4b7xNUNs7aSMSno,"Everywhere, Everything (with Gracie Abrams)",2023-12-01,1,spotify:album:0kOisOp4b7xNUNs7aSMSno,single,"['2RQXRUsr4IW1f3mKyKsy4B', '4tuJ0bMpJh08umKkEXKUI5']"
1Nxzeq5f7m7kpCP8PtWFPm,Honor The Light,2023-12-01,6,spotify:album:1Nxzeq5f7m7kpCP8PtWFPm,single,['1Xylc3o4UrD53lo9CvFvVg']
4hgincUyDza4A228fFQRiK,TRUSTFALL (Tour Deluxe Edition),2023-11-30,22,spotify:album:4hgincUyDza4A228fFQRiK,album,['1KCSPY1glIKqW2TotWuXOR']
3bKfV6NFUOd6KMCkDJyEbh,Standing Next to You (Usher Remix),2023-12-01,1,spotify:album:3bKfV6NFUOd6KMCkDJyEbh,single,"['6HaGTQPmzraVmaVxvz6EUc', '23zg3TcAtWQy7J6upgbUnj']"
7vujHQJMYf23qpddPQy6tQ,How Have You Been?,2023-12-01,1,spotify:album:7vujHQJMYf23qpddPQy6tQ,single,['31TM5zBknJ7ZInbxnR0rlX']
0sjMCJ99RMaMZIxwR3qcPa,You Make Me Feel,2023-12-01,1,spotify:album:0sjMCJ99RMaMZIxwR3qcPa,single,['1iuvFwzMREPmNlzoX1h8gx']
3p5oW50p6I2bYsfuOhTFVF,白夜,2023-12-01,1,spotify:album:3p5oW50p6I2bYsfuOhTFVF,single,['4AJcTAMOLkRl3vf4syay8Q']
4yrIj6QutXq8J3huVa01sO,老友記,2023-11-28,2,spotify:album:4yrIj6QutXq8J3huVa01sO,single,"['39LWbzZB6lcrRviPzrAVdZ', '1DNci4XjJlglg629j3yO5n']"
3OyRQfZRnHE3wzsCX18rbF,like a bird,2023-12-01,1,spotify:album:3OyRQfZRnHE3wzsCX18rbF,single,['18G699wFEzXLGHsgsDZyYj']
6PA61yQBp4q7w1PMRasrlG,慣性倔強,2023-12-01,1,spotify:album:6PA61yQBp4q7w1PMRasrlG,single,['4PQ0uJWdQam5rtXciDKVnS']
5DFNdBjKvIRlPl0i76yBSC,Paris,2023-12-01,1,spotify:album:5DFNdBjKvIRlPl0i76yBSC,single,['7uMDnSZyUYNBPLhPMNuaM2']
52YLEdQW7f2O25YPIchyE5,Perjalanan Mimpi,2023-11-29,8,spotify:album:52YLEdQW7f2O25YPIchyE5,single,"['327ipGIr9bD3MkLb2eucqC', '3OFUmiZcD0AWtjOYFJVpwM']"
2elSXVKJ2zpNaJkDC5T8fr,THE GREATEST UNKNOWN,2023-11-29,21,spotify:album:2elSXVKJ2zpNaJkDC5T8fr,album,['6wxfx1yhyqjCPYwwxJktR2']
37ragGvhMrZgxxyOe9wlKo,Happy Prince,2023-11-28,2,spotify:album:37ragGvhMrZgxxyOe9wlKo,single,"['2rqNUPgkBgbhcRabUQ5C9g', '26AmoMf8mCSUdM2p363S6e']"
5LXxoJ288tW1BnkrF8rZg6,King,2023-12-01,1,spotify:album:5LXxoJ288tW1BnkrF8rZg6,single,['2ZeeJPDvqzQ7c8iG3rRsyc']
5xoc8PmIs7xsuxaA7t4Oun,Into Your Room (with MUNA),2023-12-01,2,spotify:album:5xoc8PmIs7xsuxaA7t4Oun,single,"['0nnYdIpahs41QiZ9MWp5Wx', '6xdRb2GypJ7DqnWAI2mHGn']"
2CSQuvvt3XHLDX36O3nRv7,BABYMONSTER Debut Digital Single [BATTER UP],2023-11-27,1,spotify:album:2CSQuvvt3XHLDX36O3nRv7,single,['1SIocsqdEefUTE6XKGUiVS']
3vVrlzTwkVbLfyOQTovk06,'the Billlie's odditorium' the first edition,2023-11-27,2,spotify:album:3vVrlzTwkVbLfyOQTovk06,single,['2GQxKDojobwBjZMPf7aoh0']
1CdiLd2ENEFje7ux0G23KT,미쳐버리겠다 (MAD),2023-11-28,2,spotify:album:1CdiLd2ENEFje7ux0G23KT,single,['5NUVwRESNqYBUTRbiATjy7']
4WGin9vdvgxIa2dSbxUuec,MAVE: 1st EP 'What's My Name',2023-11-30,5,spotify:album:4WGin9vdvgxIa2dSbxUuec,single,['2ec7y2L98sHDYFylr7KqEx']
1IPkQ6fwPWjS6UPE6gV8Po,Draw (No Office Romance! X TAEMIN) (Original Webtoon Soundtrack),2023-11-28,2,spotify:album:1IPkQ6fwPWjS6UPE6gV8Po,single,['13rF01aOogvnkuQXOlgTW8']
6nkTM36uJsiQm9GZdAQUXY,A Time,2023-12-01,2,spotify:album:6nkTM36uJsiQm9GZdAQUXY,single,['4c3qTot194QRzZbjM3Q8ov']
4tWujtnFbd2ew1K1ILK2sO,YOU KNOW I DON'T WANT,2023-11-24,1,spotify:album:4tWujtnFbd2ew1K1ILK2sO,single,['0PAUnfVTskeFqLIQV1IjV2']
1LIFo5YXgpk7w1bEQdfINa,Without You (By Myself),2023-12-01,1,spotify:album:1LIFo5YXgpk7w1bEQdfINa,single,['66WdsOJqSYj93d2tDRygaj']
4wnnMdF1fYVJDmL9w0F0ke,Indulgence,2023-12-01,1,spotify:album:4wnnMdF1fYVJDmL9w0F0ke,single,['0BCK8dKHWITYcDo06Fuxth']
68GHCKcwB7mDm1KVbRwRQH,Jealous,2023-12-01,1,spotify:album:68GHCKcwB7mDm1KVbRwRQH,single,['26QQ1WkFkynFLtkcTULKLP']
4cOjv48ZVaYnVUyDePGI24,城市解毒計劃,2023-12-01,14,spotify:album:4cOjv48ZVaYnVUyDePGI24,album,['5rirdMf17gTWSFQI8koNSA']
3nPvnBrHtBSPNCRl4EoJGX,溫室裡沒有花,2023-12-01,10,spotify:album:3nPvnBrHtBSPNCRl4EoJGX,album,['4h1sE1sVLVe4cRO4mn8mtN']
6CWVALzNFLjaPvr8HW5S9Z,Bubblegum Dog,2023-11-29,2,spotify:album:6CWVALzNFLjaPvr8HW5S9Z,single,['0SwO7SWeDHJijQ3XNS7xEE']
3ho9DBbYQNYH37lEl1pukW,Hotel 81,2023-12-01,1,spotify:album:3ho9DBbYQNYH37lEl1pukW,single,"['1iQWokgeROUSPQ8L39ycdh', '5v4YVpkGC55ywh3z8jRSXm', '68IGPZDzdsLulAkXZ3Hk6G']"
6P1Gca2FGs2Z8zqdFxwkxV,Coastline,2023-11-26,1,spotify:album:6P1Gca2FGs2Z8zqdFxwkxV,single,['6PYHaynPn267y1UtD257V4']
3mwhY1mxrgwtUrV1j3ve5Q,Valentine,2023-12-01,1,spotify:album:3mwhY1mxrgwtUrV1j3ve5Q,single,['5PfDMyKI9IR4m6RaBVvirV']
38mgE0EOY124eG4CqL32ii,Simple Like 17,2023-12-01,7,spotify:album:38mgE0EOY124eG4CqL32ii,single,['0sMAHzxguan2KpnKFZPW2d']
4qpSwHfArylYxrXD9BK7lI,Water Underground,2023-11-27,1,spotify:album:4qpSwHfArylYxrXD9BK7lI,single,['41SQP16hv1TioVYqdckmxT']
5gJGE4rjt0FgauKwsrak11,to love in the 21st century: the epilogue,2023-12-01,13,spotify:album:5gJGE4rjt0FgauKwsrak11,album,['4pfy05cNNTacuOQ6SiSu4v']
0zG1eUJG5G9Ddz3zxpqLzF,Crown,2023-12-01,1,spotify:album:0zG1eUJG5G9Ddz3zxpqLzF,single,['2TviQllPVEQ7E68Yr4uPKR']
3B9uBcAh5KePyRuVxny6V5,"I Love You, Please Don't Hate Me",2023-12-01,15,spotify:album:3B9uBcAh5KePyRuVxny6V5,album,['6L1XC7NrmgWRlwAeLJvVtA']
31DWNerPyDK7QIpaT3FAWF,The Little Drummer Boy,2023-11-27,1,spotify:album:31DWNerPyDK7QIpaT3FAWF,single,"['2m1l9MLSslzup4vvokKgvQ', '0z7Yuv7DuDQ5SaVn4VSlLt']"
4SPDsfJ3CigkggDigodW2L,LIT,2023-11-29,1,spotify:album:4SPDsfJ3CigkggDigodW2L,single,['01XYiBYaoMJcNhPokrg0l0']
0p1vF2SctjpmMLekoIBEcO,MUST HAVE,2023-11-27,4,spotify:album:0p1vF2SctjpmMLekoIBEcO,single,['3bwO3gNZVmHwaBttv739g7']
2KVQerdDHuZCgwdZO7KlSr,HBD To You (Midnight Version),2023-11-26,2,spotify:album:2KVQerdDHuZCgwdZO7KlSr,single,['06MX3Ecb8PHyNFmq8irTWC']
1Wh4dLzzX2zQOmsDZMYJju,THE CRIMSON CHAPTER,2023-12-01,8,spotify:album:1Wh4dLzzX2zQOmsDZMYJju,single,['6xBZgSMsnKVmaAxzWEwMSD']
2tB7A3qaM1ld8ZotJnvsAo,Backwards,2023-11-29,3,spotify:album:2tB7A3qaM1ld8ZotJnvsAo,single,"['7o96HO2zrujyATtVsqGhh3', '4B3aifxHtpcKHuNi12lmSt']"
5r46cTa9GikApU5wqudbgi,If Tomorrow Starts Without Me,2023-11-29,2,spotify:album:5r46cTa9GikApU5wqudbgi,single,['2E70ENJNHoACgzTkJ3QnO4']
2N8hsqr4squc15NAVNZnsr,Everything's Shifting,2023-12-01,7,spotify:album:2N8hsqr4squc15NAVNZnsr,album,['3aRk4W0Y1YbyEXJT6UL2cK']
0xmI8Oy49CerKEajekFH4I,Club Romantech (Deluxe),2023-12-01,21,spotify:album:0xmI8Oy49CerKEajekFH4I,album,['1VBflYyxBhnDc9uVib98rw']
5H1GCTOowyeZzBVBddvdFD,This Mixtape is Fire TOO,2023-12-01,14,spotify:album:5H1GCTOowyeZzBVBddvdFD,album,"['5R3Hr2cnCCjt220Jmt2xLf', '6U1dV7aL68N7Gb0Naq34V5']"
0tJ2xpt6XRAjBeARDB9JKk,Release Me,2023-12-01,1,spotify:album:0tJ2xpt6XRAjBeARDB9JKk,single,"['3h11MHQeCrcsUgRRijI1zL', '3cQA9WH8liZfeja1DxcDYE']"
1CJFY6yBSHhos1JkjSVBK8,Dance Alone,2023-12-01,1,spotify:album:1CJFY6yBSHhos1JkjSVBK8,single,['5TvdGhdmRObqOkU6eGfXb5']
4AUH5o7KAs0BpvJwH1Je77,Ready for the World,2023-12-01,1,spotify:album:4AUH5o7KAs0BpvJwH1Je77,single,['3k6TH9knHgthYJiEVDUC2s']
1HdWsKq4y3YaW4W20uWV33,The Little Drummer Girls,2023-11-28,2,spotify:album:1HdWsKq4y3YaW4W20uWV33,single,['6BgYuNomEs12UIrnxhWE9a']
396PmDmC3mjNC93wW6E9QS,RE8EL,2023-11-29,4,spotify:album:396PmDmC3mjNC93wW6E9QS,single,['5vGoWnZO65NBgiZYBmi3iW']
2OcT3zvDjCD35RMmoCfTh7,WHITREE,2023-11-28,11,spotify:album:2OcT3zvDjCD35RMmoCfTh7,album,['2TYMXWSySlq8RgLAYd8MCg']
5cLgaOUQ6oEz465yk5w1gN,NGƯỜI LẠ TRONG MƠ,2023-11-30,10,spotify:album:5cLgaOUQ6oEz465yk5w1gN,album,['2mx5AAdmlMxMcrcd7AQh1j']
2mHmxlzaXf0yEuab0Up6wq,love for u (❤️4U),2023-11-29,2,spotify:album:2mHmxlzaXf0yEuab0Up6wq,single,['4crs55NFrnArSpE78rohLS']
5ik0s7tQaOdNs1OPBmogBe,RollerCoaster,2023-11-29,2,spotify:album:5ik0s7tQaOdNs1OPBmogBe,single,['2pvCf5g7XBReiPIvcq7W18']
5wqXWMT3bcTrsHqSd8WDXG,Ticket,2023-11-29,1,spotify:album:5wqXWMT3bcTrsHqSd8WDXG,single,['5KuvNz7npsGeDJdk8QHMVH']
5fmxVDAV3uX0RmdRZljMox,Don't Say,2023-11-28,2,spotify:album:5fmxVDAV3uX0RmdRZljMox,single,"['36MQil20hjOpG5f52NQ4du', '5DIi2JWfQPTKffaVBlIYRn']"
0clcYq3eLhpPzTF4TCp8XB,Crush!,2023-11-27,1,spotify:album:0clcYq3eLhpPzTF4TCp8XB,single,['0OqnFLmTWiVGm3Ifk6mahQ']
0T57uRN9WnBm3J5V0qA4M9,Cinema,2023-12-01,1,spotify:album:0T57uRN9WnBm3J5V0qA4M9,single,['0aMrhUHnOzfiPcMc2PGiaT']
5v0whhzr6ryjzu2Ds5V5Cc,2MANYTIMES,2023-11-29,1,spotify:album:5v0whhzr6ryjzu2Ds5V5Cc,single,"['1HzcHe0WFm4koBalCEOkVh', '5xYvg2nZQcavaPwYOcOYRD', '7eYVLxvKOQ3w2BAE10ElgF']"
7KkdRBQs12lylKXSrWHbx8,Feels,2023-11-28,1,spotify:album:7KkdRBQs12lylKXSrWHbx8,single,"['4L9VSeE7K3BTBndqEL9A6q', '6cK3NBO6uP7hh0oyuVELFl']"
7BZ8EqAsTS7GNfU8MhMCpe,Older,2023-07-25,1,spotify:album:7BZ8EqAsTS7GNfU8MhMCpe,single,['0nugNBwdWaptgIAsEtx1It']
73vfz6Szer7i3GFIesix6l,Tu hai kahan,2023-10-16,1,spotify:album:73vfz6Szer7i3GFIesix6l,single,['2cjQTf2J5yCaNY8qHpW855']
5SrN0SPOdmdCBe0dyDcpsY,Wasted Summers,2023-07-12,1,spotify:album:5SrN0SPOdmdCBe0dyDcpsY,single,['496w0Fyed8J7IRzn5Ffb6x']
1XBXF77YB5WTnLAkfFMwkM,"Clean Sheets, Dirty Walls",2023-10-06,7,spotify:album:1XBXF77YB5WTnLAkfFMwkM,album,['0Dd84sfPxs6Aj0PjlCM1P7']
